"MEDV","log_MEDV","CRIM","log_CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","LON","LAT","dist_boston_center","north_south","east_west","high_LSTAT","high_TAX","spatial_cluster"
21,3.04452243772342,1.00245,0.694371430859638,0,8.14,"No",0.538,6.674,87.3,4.239,"4",307,21,380.23,11.98,-70.9639847090909,42.4831857272727,0.155431685015027,"North","East","1","0","1"
14.5,2.67414864942653,1.35472,0.856421824433666,0,8.14,"No",0.538,6.072,100,4.175,"4",307,21,376.73,13.04,-70.9549847090909,42.4696857272727,0.151021254486281,"North","East","1","0","1"
12.7,2.54160199346455,1.13081,0.756502189122719,0,8.14,"No",0.538,5.713,94.1,4.233,"4",307,21,360.17,22.6,-70.9694847090909,42.4671857272727,0.139507875167969,"North","East","1","0","1"
13.9,2.63188884013665,0.84054,0.610059006825443,0,8.14,"No",0.538,5.599,85.7,4.4546,"4",307,21,303.42,16.51,-70.9649847090909,42.4622857272727,0.138787624537608,"North","East","1","0","1"
18.4,2.91235066461494,0.77299,0.572667386918241,0,8.14,"No",0.538,6.495,94.4,4.4547,"4",307,21,387.94,12.8,-70.9604847090909,42.4616857272727,0.141439843998236,"North","East","1","0","1"
20.2,3.00568260440716,0.80271,0.589291088245173,0,8.14,"No",0.538,5.456,36.6,3.7965,"4",307,21,288.99,11.69,-70.9589847090909,42.4656857272727,0.145366471929243,"North","East","1","0","1"
20.4,3.01553490085017,0.62976,0.488432764714103,0,8.14,"No",0.538,5.949,61.8,4.7075,"4",307,21,396.9,8.26,-70.9544847090909,42.4636857272727,0.147080100184374,"North","East","0","0","1"
13.2,2.58021682959233,1.38799,0.870452007916898,0,8.14,"No",0.538,5.95,82,3.99,"4",307,21,232.6,27.71,-70.9499847090909,42.4636857272727,0.150308161749216,"North","East","1","0","1"
19.9,2.99071973173045,0.62739,0.486977504490741,0,8.14,"No",0.538,5.834,56.5,4.4986,"4",307,21,395.62,8.47,-70.9462847090909,42.4662857272727,0.154782468073653,"North","East","0","0","1"
18.2,2.90142159408275,0.63796,0.493451565108284,0,8.14,"No",0.538,6.096,84.5,4.4619,"4",307,21,380.02,10.26,-70.9409847090909,42.4686857272727,0.160296213297502,"North","East","0","0","1"
13.6,2.61006979274201,1.25179,0.811725455485301,0,8.14,"No",0.538,5.57,98.1,3.7979,"4",307,21,376.57,21.02,-70.9366847090909,42.4716857272727,0.165493056842191,"North","East","1","0","1"
15.2,2.72129542785223,1.23247,0.803108595828284,0,8.14,"No",0.538,6.142,91.7,3.9769,"4",307,21,396.9,18.72,-70.9366847090909,42.4671857272727,0.162492862358684,"North","East","1","0","1"
19.6,2.97552956623647,0.85204,0.616287734262887,0,8.14,"No",0.538,5.965,89.2,4.0123,"4",307,21,392.53,13.83,-70.9339847090909,42.4646857272727,0.162917169911784,"North","East","1","0","1"
14.5,2.67414864942653,0.98843,0.687345382632109,0,8.14,"No",0.538,5.813,100,4.0952,"4",307,21,394.54,19.88,-70.9279847090909,42.4626857272727,0.166320909190283,"North","East","1","0","1"
18.2,2.90142159408275,0.7258,0.54569071109207,0,8.14,"No",0.538,5.727,69.5,3.7965,"4",307,21,390.95,11.28,-70.9439847090909,42.4636857272727,0.154711108131696,"North","East","0","0","1"
15.6,2.74727091425549,0.75026,0.559764348328352,0,8.14,"No",0.538,5.924,94.1,4.3996,"4",307,21,394.33,16.3,-70.9409847090909,42.4611857272727,0.155313682875744,"North","East","1","0","1"
17.5,2.86220088092947,0.7842,0.578970135497546,0,8.14,"No",0.538,5.99,81.7,4.2579,"4",307,21,386.75,14.67,-70.9489847090909,42.4611857272727,0.149330825464413,"North","East","1","0","1"
23.1,3.13983261752775,1.05393,0.719755031081429,0,8.14,"No",0.538,5.935,29.3,4.4986,"4",307,21,386.85,6.58,-70.9564847090909,42.4606857272727,0.143549226201236,"North","East","0","0","1"
16.6,2.8094026953625,0.67191,0.513966685462548,0,8.14,"No",0.538,5.813,90.3,4.682,"4",307,21,376.88,14.81,-70.9544847090909,42.4566857272727,0.142236970188577,"North","East","1","0","1"
34.9,3.55248682920838,0.03359,0.0330381790767974,75,2.95,"No",0.428,7.024,15.8,5.4011,"3",252,18.3,395.62,1.98,-71.0380638,42.53319,0.174339597712167,"North","East","0","0","1"
30.8,3.42751468997953,0.02763,0.0272551800664515,75,2.95,"No",0.428,6.595,21.8,5.4011,"3",252,18.3,395.63,4.32,-71.0550638,42.54419,0.184129966410791,"North","East","0","0","1"
22.8,3.1267605359604,0.10084,0.0960735247460641,0,10.01,"No",0.547,6.715,81.6,2.6775,"6",432,17.8,395.59,10.16,-71.0773963333333,42.4284297333333,0.0707888889881913,"North","East","0","1","1"
19.3,2.96010509591084,0.14476,0.135195008048689,0,10.01,"No",0.547,5.731,65.2,2.7592,"6",432,17.8,391.5,13.61,-71.0788963333333,42.4204297333333,0.0635572975420531,"North","East","1","1","1"
21.2,3.05400118167797,0.13158,0.123614886199302,0,10.01,"No",0.547,6.176,72.5,2.7301,"6",432,17.8,393.3,12.04,-71.0726963333333,42.4254297333333,0.0667705988504607,"North","East","1","1","1"
18.8,2.9338568698359,0.12329,0.116261879284445,0,10.01,"No",0.547,5.913,92.9,2.3534,"6",432,17.8,394.95,16.21,-71.0694963333333,42.4186297333333,0.059481190003073,"North","East","1","1","1"
20.4,3.01553490085017,0.13058,0.122730775380317,0,10.01,"No",0.547,5.872,73.1,2.4775,"6",432,17.8,338.63,15.37,-71.0653963333333,42.4219297333333,0.0621700753646706,"North","East","1","1","1"
18.5,2.91777073208428,0.14231,0.133052527987151,0,10.01,"No",0.547,6.254,84.2,2.2565,"6",432,17.8,388.74,10.45,-71.0658963333333,42.4282297333333,0.0684880226330313,"North","East","0","1","1"
18.3,2.90690105984738,0.17134,0.158148392600235,0,10.01,"No",0.547,5.928,88.2,2.4631,"6",432,17.8,344.91,15.76,-71.0583963333333,42.4294297333333,0.0693315628280672,"North","East","1","1","1"
19.2,2.95491027903374,0.15098,0.140613753394164,0,10.01,"No",0.547,6.021,82.6,2.7474,"6",432,17.8,394.51,10.3,-71.0583963333333,42.4254297333333,0.0653316748408906,"North","East","0","1","1"
18.7,2.92852352386054,0.22212,0.200587055600799,0,10.01,"No",0.547,6.092,95.4,2.548,"6",432,17.8,396.9,17.09,-71.0488963333333,42.4279297333333,0.0685634455876366,"North","East","1","1","1"
33,3.49650756146648,0.01951,0.019322119714037,17.5,1.38,"No",0.4161,7.104,59.5,9.2229,"3",216,18.6,393.24,8.05,-71.4547891,42.9956397,0.748758231857853,"North","West","0","0","1"
33.4,3.50855589998265,0.03237,0.0318571299356596,0,2.18,"No",0.458,6.998,45.8,6.0622,"3",222,18.7,394.63,2.94,-70.8636357333333,42.4946248666666,0.23711826920031,"North","East","0","0","1"
36.2,3.58905911883173,0.06905,0.0667704036338524,0,2.18,"No",0.458,7.147,54.2,6.0622,"3",222,18.7,396.9,5.33,-70.8576357333333,42.4996248666667,0.244896903727299,"North","East","0","0","1"
28.7,3.35689712276558,0.02985,0.0294131605683495,0,2.18,"No",0.458,6.43,58.7,6.0622,"3",222,18.7,394.12,5.21,-70.8521357333333,42.5056248666667,0.252841746530414,"North","East","0","0","1"
18.6,2.92316158071916,0.07244,0.0699364261991639,60,1.69,"No",0.411,5.884,18.5,10.7103,"4",411,18.3,392.33,7.79,-70.7155871,42.1009953,0.43011509258394,"South","East","0","1","1"
24.1,3.18221184049661,0.0795,0.0764979709727249,60,1.69,"No",0.411,6.579,35.9,10.7103,"4",411,18.3,370.78,5.49,-70.6955871,42.0824953,0.45723148707027,"South","East","0","1","1"
32.2,3.47196645255036,0.00906,0.00901920442016,90,2.97,"No",0.4,7.088,20.8,7.3073,"1",285,15.3,394.72,7.85,-71.3064597,42.1875826,0.301741708033286,"South","West","0","0","1"
20.1,3.00071981506503,0.1396,0.130677323641616,0,8.56,"No",0.52,6.167,90,2.421,"5",384,20.9,392.69,12.33,-71.1066275363636,42.4233750545455,0.0792568625109079,"North","West","1","1","1"
19.3,2.96010509591084,0.21161,0.191950053685911,0,8.56,"No",0.52,6.137,87.4,2.7147,"5",384,20.9,394.47,13.44,-71.1208275363636,42.4138750545455,0.0820169266154042,"North","West","1","1","1"
21.7,3.07731226054641,0.10793,0.102493409434041,0,8.56,"No",0.52,6.195,54.4,2.7778,"5",384,20.9,393.49,13,-71.1210275363636,42.4203750545455,0.0865616137503936,"North","West","1","1","1"
19.4,2.96527306606928,0.26363,0.233988531354372,0,8.56,"No",0.52,6.229,91.2,2.5451,"5",384,20.9,391.23,15.55,-71.1168275363636,42.4178750545455,0.0818141576800196,"North","West","1","1","1"
19.8,2.98568193770049,0.12802,0.120463883415138,0,8.56,"No",0.52,6.474,97.1,2.4329,"5",384,20.9,395.24,12.27,-71.1088275363636,42.4168750545455,0.0756053285554789,"North","West","1","1","1"
19.5,2.9704144655697,0.1712,0.15802886422491,0,8.56,"No",0.52,5.836,91.9,2.211,"5",384,20.9,395.67,18.66,-71.1060275363636,42.4113750545455,0.0696429171010594,"North","West","1","1","1"
19.5,2.9704144655697,0.13262,0.12453353302656,0,8.56,"No",0.52,5.851,96.7,2.1069,"5",384,20.9,394.05,16.47,-71.1020275363636,42.4119750545455,0.0674611419773723,"North","West","1","1","1"
18.6,2.92316158071916,0.22876,0.206005530798107,0,8.56,"No",0.52,6.405,85.4,2.7147,"5",384,20.9,70.8,10.63,-71.0951275363636,42.4153750545455,0.0660890766010678,"North","East","0","1","1"
27.5,3.31418600467253,0.14866,0.138596045590258,0,8.56,"No",0.52,6.727,79.9,2.7778,"5",384,20.9,394.76,9.42,-71.0948275363636,42.4193750545455,0.069313201920905,"North","East","0","1","1"
26.5,3.27714473299218,0.11432,0.108244353397639,0,8.56,"No",0.52,6.781,71.3,2.8561,"5",384,20.9,395.58,7.67,-71.0998275363636,42.4228750545455,0.0749384461140065,"North","West","0","1","1"
20.4,3.01553490085017,0.13117,0.123252495299303,0,8.56,"No",0.52,6.127,85.2,2.1224,"5",384,20.9,387.69,14.09,-71.0958275363636,42.4293750545455,0.0785027141197274,"North","East","1","1","1"
22,3.09104245335832,0.03932,0.0385666531488167,0,3.41,"No",0.489,6.405,73.9,3.0921,"2",270,17.8,393.55,8.2,-71.0709133,42.4626292,0.103230597351415,"North","East","0","0","1"
22.6,3.11794990627824,0.04684,0.0457761026365836,0,3.41,"No",0.489,6.417,66.1,3.0923,"2",270,17.8,392.18,8.81,-71.0634133,42.4615292,0.101529564608195,"North","East","0","0","1"
28.7,3.35689712276558,0.05302,0.0516622263237938,0,3.41,"No",0.489,7.079,63.1,3.4145,"2",270,17.8,396.06,5.7,-71.0589133,42.4550292,0.0949292009316901,"North","East","0","0","1"
23.6,3.16124671203156,0.0566,0.0550562057480784,0,3.41,"No",0.489,7.007,86.3,3.4217,"2",270,17.8,396.9,5.5,-71.0714133,42.4545292,0.0952546927428266,"North","East","0","0","1"
18.9,2.9391619220656,0.0136,0.0135083500247923,75,4,"No",0.41,5.888,47.6,7.3197,"3",469,21.1,396.9,14.8,-89.5042876,43.0972174,18.4601101236048,"North","West","1","1","1"
22,3.09104245335832,0.01096,0.0109003744682883,55,2.25,"No",0.389,6.453,31.9,7.3073,"1",300,15.3,394.72,8.23,-71.351738,42.1669661,0.350791672610984,"South","West","0","0","1"
28.2,3.33932197794407,0.04932,0.0481423353260142,33,2.18,"No",0.472,6.849,70.3,3.1827,"7",222,18.4,396.9,7.53,-71.0685403,42.2412821,0.119208341757189,"South","East","0","0","1"
33.4,3.50855589998265,0.07503,0.0723485681669778,33,2.18,"No",0.472,7.42,71.9,3.0992,"7",222,18.4,396.9,6.47,-71.0790403,42.2487821,0.113125180859519,"South","East","0","0","1"
28.4,3.34638914516716,0.05479,0.0533416949818232,33,2.18,"No",0.472,6.616,58.1,3.37,"7",222,18.4,393.36,8.93,-71.0670403,42.2552821,0.105133518178077,"South","East","0","0","1"
36.1,3.58629286533884,0.05515,0.0536829369161849,33,2.18,"No",0.472,7.236,41.1,4.022,"7",222,18.4,393.68,6.93,-71.0500403,42.2527821,0.107682988185227,"South","East","0","0","1"
24,3.17805383034795,0.00632,0.00630011254847996,18,2.31,"No",0.538,6.575,65.2,4.09,"1",296,15.3,396.9,4.98,-70.922279,42.4265633,0.151929812373632,"North","East","0","0","1"
22.2,3.10009228887823,0.1029,0.0979430743299642,30,4.93,"No",0.428,6.358,52.9,7.0355,"6",300,16.6,372.75,11.22,-71.3404091,42.2894114333333,0.290248594897895,"South","West","0","0","1"
23.7,3.16547504814109,0.12757,0.120064874724755,30,4.93,"No",0.428,6.393,7.8,7.0355,"6",300,16.6,374.71,5.19,-71.3384091,42.2889114333333,0.288432226020034,"South","West","0","0","1"
20.1,3.00071981506503,0.10612,0.100858396310383,30,4.93,"No",0.428,6.095,65.1,6.3361,"6",300,16.6,394.62,12.4,-71.3315091,42.2659114333333,0.288421926166401,"South","West","1","0","1"
23.3,3.14845336057165,0.09252,0.0884869544561993,30,4.93,"No",0.428,6.606,42.2,6.1899,"6",300,16.6,383.78,7.37,-71.3487091,42.2664114333333,0.304576528916581,"South","West","0","0","1"
23.7,3.16547504814109,0.08244,0.0792177521066289,30,4.93,"No",0.428,6.481,18.5,6.1899,"6",300,16.6,379.41,6.36,-71.3549091,42.2801114333333,0.306626088388125,"South","West","0","0","1"
22,3.09104245335832,0.11329,0.107319595407324,30,4.93,"No",0.428,6.897,54.3,6.3361,"6",300,16.6,391.25,11.38,-71.3669091,42.2744114333333,0.319706327963965,"South","West","1","0","1"
29.1,3.37073817417745,0.07978,0.0767573166820071,40,6.41,"No",0.447,6.482,32.1,4.1403,"4",254,17.6,396.9,7.19,-71.2286548,42.2767685,0.189105343698397,"South","West","0","0","1"
33.1,3.49953328238302,0.06127,0.0594663041666665,40,6.41,"Yes",0.447,6.826,27.6,4.8628,"4",254,17.6,393.45,4.16,-71.2361548,42.2825685,0.19346937125884,"South","West","0","0","1"
32,3.46573590279973,0.09604,0.0917036842102131,40,6.41,"No",0.447,6.854,42.8,4.2673,"4",254,17.6,396.9,2.98,-71.2386548,42.2724685,0.199977668541488,"South","West","0","0","1"
33.2,3.50254987592244,0.10469,0.0995647526237456,40,6.41,"Yes",0.447,7.267,49,4.7872,"4",254,17.6,389.25,6.05,-71.2476548,42.2822685,0.204171782857695,"South","West","0","0","1"
32.4,3.47815842279828,0.05644,0.054904765169286,40,6.41,"Yes",0.447,6.758,32.9,4.0776,"4",254,17.6,396.9,3.53,-71.2376548,42.2905685,0.191801741429237,"South","West","0","0","1"
24.3,3.1904763503465,0.537,0.429832464556459,0,6.2,"No",0.504,5.981,68.1,3.6715,"8",307,17.4,378.35,11.65,-71.1939658444444,42.3479468555556,0.135611508565362,"North","West","1","0","1"
37.6,3.62700405039585,0.38214,0.323633022674933,0,6.2,"No",0.504,8.04,86.5,3.2157,"8",307,17.4,387.38,3.13,-71.2049658444444,42.3508468555556,0.146358640316763,"North","West","0","0","1"
26.7,3.2846635654062,0.35809,0.306079300872738,0,6.2,"Yes",0.507,6.951,88.5,2.8617,"8",307,17.4,391.7,9.71,-71.2089658444444,42.3476468555556,0.15058166712908,"North","West","0","0","1"
21.7,3.07731226054641,0.40771,0.341964270612869,0,6.2,"Yes",0.507,6.164,91.3,3.048,"8",307,17.4,395.24,21.46,-71.2047658444444,42.3525468555556,0.146061269905766,"North","West","1","0","1"
27.5,3.31418600467253,0.62356,0.484621269069117,0,6.2,"Yes",0.507,6.879,77.7,3.2721,"8",307,17.4,390.39,9.93,-71.1939658444444,42.3402468555556,0.136517140608121,"South","West","0","0","1"
30.1,3.40452517175483,0.6147,0.479149180905438,0,6.2,"No",0.507,6.618,80.8,3.2721,"8",307,17.4,396.9,7.6,-71.1851658444444,42.3317468555556,0.129410062488018,"South","West","0","0","1"
50,3.91202300542815,0.52693,0.423259183666422,0,6.2,"No",0.504,8.725,83,2.8944,"8",307,17.4,382,4.63,-71.2054658444444,42.3367468555556,0.148414676205387,"South","West","0","0","1"
25.1,3.22286784613774,0.52058,0.419091841022821,0,6.2,"Yes",0.507,6.631,76.5,4.148,"8",307,17.4,388.45,9.54,-71.1999658444444,42.3289468555556,0.144464843050464,"South","West","0","0","1"
44.8,3.80220813942094,0.31533,0.274087584717243,0,6.2,"No",0.504,8.266,78.3,2.8944,"8",307,17.4,385.05,4.14,-71.1939658444444,42.3192468555556,0.141109042043675,"South","West","0","0","1"
31.5,3.44998754583159,0.44178,0.365878461342678,0,6.2,"No",0.504,6.552,21.4,3.3751,"8",307,17.4,380.34,3.76,-71.2029658444444,42.3149468555556,0.150976070914253,"South","West","0","0","1"
31.7,3.45631668088323,0.46296,0.38046178058424,0,6.2,"No",0.504,7.412,76.9,3.6715,"8",307,17.4,376.14,5.25,-71.2139658444444,42.3222468555556,0.159619161310893,"South","West","0","0","1"
41.7,3.73050112880476,0.57529,0.454439382312431,0,6.2,"No",0.507,8.337,73.3,3.8384,"8",307,17.4,385.91,2.47,-71.2124658444444,42.3272468555556,0.15704075165325,"South","West","0","0","1"
31.6,3.45315712059287,0.41238,0.345276224677302,0,6.2,"No",0.504,7.163,79.9,3.2157,"8",307,17.4,372.08,6.36,-71.2239658444444,42.3288468555556,0.167998488206938,"South","West","0","0","1"
48.3,3.87743156065853,0.33147,0.286283595037926,0,6.2,"No",0.507,8.247,70.4,3.6519,"8",307,17.4,378.95,3.95,-71.2179658444444,42.3382468555556,0.160559966339459,"South","West","0","0","1"
29,3.36729582998647,0.44791,0.370121137335709,0,6.2,"Yes",0.507,6.726,66.5,3.6519,"8",307,17.4,360.2,8.05,-71.2159658444444,42.3484468555556,0.157497540509322,"North","West","0","0","1"
24,3.17805383034795,0.33045,0.28551723087227,0,6.2,"No",0.507,6.086,61.5,3.6519,"8",307,17.4,376.75,10.88,-71.2219658444444,42.3483468555556,0.16348885597712,"North","West","0","0","1"
31.5,3.44998754583159,0.51183,0.413320837573747,0,6.2,"No",0.507,7.358,71.6,4.148,"8",307,17.4,390.07,4.73,-71.2324658444444,42.3452468555556,0.174200224619814,"South","West","0","0","1"
46.7,3.84374416467485,0.29819,0.260970986614215,0,6.2,"No",0.504,7.686,17,3.3751,"8",307,17.4,377.51,3.92,-71.2330658444444,42.3372468555556,0.175658781682101,"South","West","0","0","1"
20.1,3.00071981506503,0.01965,0.019459431156219,80,1.76,"No",0.385,6.23,31.5,9.0892,"1",241,18.2,341.6,12.93,-76.2858726,36.8507689,7.59433813643941,"South","West","1","0","2"
19.4,2.96527306606928,0.04379,0.0428583198019006,80,3.37,"No",0.398,5.787,31.1,6.6115,"4",337,16.1,396.9,10.24,-71.0666653,42.5713439,0.21138657755709,"North","East","0","1","1"
23.5,3.15700042115011,0.03584,0.0352126917557426,80,3.37,"No",0.398,6.29,17.8,6.6115,"4",337,16.1,396.9,4.67,-71.0906653,42.5788439,0.221038295485873,"North","East","0","1","1"
24.5,3.19867311755068,0.01501,0.0148984646619666,80,2.01,"No",0.435,6.635,29.7,8.344,"4",280,17,390.94,5.99,-70.7927832,42.1615157,0.332044990097315,"South","East","0","0","1"
21.7,3.07731226054641,0.08199,0.0788019382374035,0,13.92,"No",0.437,6.009,42.3,5.5027,"4",289,16,396.9,10.4,-71.1865895,42.1920709,0.211041197061296,"South","West","0","0","1"
23.9,3.17387845893747,0.08265,0.0794117394241618,0,13.92,"No",0.437,6.127,18.4,5.5027,"4",289,16,396.9,8.58,-71.1955895,42.2037709,0.207660316182619,"South","West","0","0","1"
28.6,3.35340671782581,0.12932,0.12161568167656,0,13.92,"No",0.437,6.678,31.1,5.9604,"4",289,16,396.9,6.27,-71.2084895,42.1986709,0.22008265001373,"South","West","0","0","1"
27.1,3.29953372788566,0.05372,0.0523267601777674,0,13.92,"No",0.437,6.549,51,5.9604,"4",289,16,392.85,7.39,-71.2055895,42.1928709,0.222448603720201,"South","West","0","0","1"
20.3,3.01062088604774,0.14103,0.13193136325997,0,13.92,"No",0.437,5.79,58,6.32,"4",289,16,396.9,15.84,-71.1985895,42.1845709,0.224329269951706,"South","West","1","0","1"
20,2.99573227355399,0.18836,0.172574205339075,0,6.91,"No",0.448,5.786,33.3,5.1004,"3",233,17.9,396.9,14.15,-70.9601053444444,42.5446508777778,0.209330863598477,"North","East","1","0","1"
19.4,2.96527306606928,0.21977,0.198662316382007,0,6.91,"No",0.448,5.602,62,6.0877,"3",233,17.9,396.9,16.2,-70.9591053444444,42.5331508777778,0.199763809477864,"North","East","1","0","1"
14.4,2.66722820658195,0.25387,0.22623476857524,0,6.91,"No",0.448,5.399,95.3,5.87,"3",233,17.9,396.9,30.81,-70.9336053444444,42.5333508777778,0.213809769097558,"North","East","1","0","1"
26.6,3.28091121578765,0.12744,0.119949575901119,0,6.91,"No",0.448,6.77,2.9,5.7209,"3",233,17.9,385.41,4.84,-70.9236053444444,42.5266508777778,0.21457828107812,"North","East","0","0","1"
25.3,3.23080439573347,0.1415,0.132343186987713,0,6.91,"No",0.448,6.169,6.6,5.7209,"3",233,17.9,383.37,5.81,-70.9286053444444,42.5171508777778,0.20406292038758,"North","East","0","0","1"
19.3,2.96010509591084,0.17142,0.158216688114953,0,6.91,"No",0.448,5.682,33.8,5.1004,"3",233,17.9,396.9,10.21,-70.9211053444444,42.5171508777778,0.208931436864918,"North","East","0","0","1"
21.2,3.05400118167797,0.12269,0.11572759134397,0,6.91,"No",0.448,6.069,40,5.7209,"3",233,17.9,389.39,9.55,-70.9121053444444,42.5221508777778,0.218653053690585,"North","East","0","0","1"
24.7,3.20680324363393,0.15936,0.147868128724575,0,6.91,"No",0.448,6.211,6.5,5.7209,"3",233,17.9,394.46,7.44,-70.9111053444444,42.5261508777778,0.222297445377925,"North","East","0","0","1"
16.6,2.8094026953625,0.22927,0.20642049726094,0,6.91,"No",0.448,6.03,85.5,5.6894,"3",233,17.9,392.74,18.8,-70.9086053444444,42.5304508777778,0.227173733182817,"North","East","1","0","1"
20.6,3.02529107579554,0.10659,0.101283214752084,80,1.91,"No",0.413,5.936,19.5,10.5857,"4",334,22,376.04,5.57,-70.80945,42.0824925,0.373217398517615,"South","East","0","1","1"
18.2,2.90142159408275,0.04301,0.0421107637003819,80,1.91,"No",0.413,5.663,21.9,10.5857,"4",334,22,382.8,8.05,-70.80895,42.0604925,0.390179005786126,"South","East","0","1","1"
23.8,3.16968558067743,0.3692,0.314226627673893,0,9.9,"No",0.544,6.567,87.3,3.6023,"4",304,18.4,395.69,9.28,-71.0092871666667,42.2499772,0.120782715283274,"South","East","0","0","1"
20.3,3.01062088604774,0.3494,0.299660049211188,0,9.9,"No",0.544,5.972,76.7,3.1025,"4",304,18.4,396.24,9.97,-71.0155871666667,42.2544772,0.114158562583813,"South","East","0","0","1"
19.8,2.98568193770049,0.24522,0.219312221133168,0,9.9,"No",0.544,5.782,71.7,4.0317,"4",304,18.4,396.9,15.94,-71.0114871666667,42.2704772,0.101391434769086,"South","East","1","0","1"
22.8,3.1267605359604,0.49298,0.400774122620041,0,9.9,"No",0.544,6.635,82.5,3.3175,"4",304,18.4,396.9,4.54,-71.0029871666667,42.2724772,0.103942291735379,"South","East","0","0","1"
16.1,2.77881927199042,2.63548,1.29074115178628,0,9.9,"No",0.544,4.973,37.8,2.5194,"4",304,18.4,350.45,12.64,-71.0104871666667,42.2614772,0.109864730970412,"South","East","1","0","1"
21.6,3.07269331469012,0.26938,0.238528592291086,0,9.9,"No",0.544,6.266,82.8,3.2628,"4",304,18.4,393.39,7.9,-71.0029871666667,42.2557772,0.118361697906049,"South","East","0","0","1"
22.1,3.09557760852371,0.79041,0.582444643903983,0,9.9,"No",0.544,6.122,52.8,2.6403,"4",304,18.4,396.9,5.98,-70.9954871666667,42.2474772,0.129248143163458,"South","East","0","0","1"
16.2,2.78501124223834,0.25356,0.225987503445941,0,9.9,"No",0.544,5.705,77.7,3.945,"4",304,18.4,396.42,11.5,-70.9749871666667,42.2524772,0.136469889271837,"South","East","1","0","1"
19.4,2.96527306606928,0.26169,0.232452092105772,0,9.9,"No",0.544,6.023,90.4,2.834,"4",304,18.4,396.3,11.72,-70.9834871666667,42.2429772,0.139301276775203,"South","East","1","0","1"
17.8,2.87919845729804,0.31827,0.276320270942408,0,9.9,"No",0.544,5.914,83.2,3.9986,"4",304,18.4,390.7,18.33,-70.9994871666667,42.2369772,0.136708114772074,"South","East","1","0","1"
23.1,3.13983261752775,0.40202,0.337914053845885,0,9.9,"No",0.544,6.382,67.2,3.5325,"4",304,18.4,395.21,10.36,-71.0054871666667,42.2444772,0.127363898513412,"South","East","0","0","1"
21,3.04452243772342,0.47547,0.388976583103341,0,9.9,"No",0.544,6.113,58.8,4.0019,"4",304,18.4,396.23,12.73,-71.0154871666667,42.2454772,0.122568594582249,"South","East","1","0","1"
22.6,3.11794990627824,0.06724,0.0650758767361877,0,3.24,"No",0.46,6.333,17.2,5.2146,"4",430,16.9,375.21,7.34,-71.0558115666667,42.1649021333333,0.195222297834226,"South","East","0","1","1"
19.3,2.96010509591084,0.06617,0.064072787700589,0,3.24,"No",0.46,5.868,25.8,5.2146,"4",430,16.9,382.44,9.97,-71.0698115666667,42.1669021333333,0.193505756947111,"South","East","0","1","1"
19.8,2.98568193770049,0.04544,0.0444378494305682,0,3.24,"No",0.46,6.144,32.2,5.8736,"4",430,16.9,368.57,9.09,-71.0533115666667,42.1499021333333,0.210272142088158,"South","East","0","1","1"
28,3.3322045101752,0.04113,0.040306661759134,25,4.86,"No",0.426,6.727,33.5,5.4007,"4",281,19,396.9,5.29,-75.9297497,40.3271483,5.2780744040344,"South","West","0","0","2"
23.9,3.17387845893747,0.04462,0.0436531829214032,25,4.86,"No",0.426,6.619,70.4,5.4007,"4",281,19,395.63,7.22,-75.9302497,40.3341483,5.27584383681161,"South","West","0","0","2"
24.8,3.21084365317094,0.03659,0.0359364798043055,25,4.86,"No",0.426,6.302,32.2,5.4007,"4",281,19,396.9,6.72,-75.9287497,40.3451483,5.2702434909521,"South","West","0","0","2"
22.9,3.13113691056019,0.03551,0.0348940589773206,25,4.86,"No",0.426,6.167,46.7,5.4007,"4",281,19,390.64,7.51,-75.9187497,40.3361483,5.26445814785559,"South","West","0","0","2"
23.1,3.13983261752775,0.17899,0.164658139755057,0,9.69,"No",0.585,5.67,28.8,2.7986,"6",391,19.2,393.29,17.6,-71.0211573,42.4071927,0.0603509220855795,"North","East","1","1","1"
16.8,2.82137888640921,0.22438,0.202434593424512,0,9.69,"No",0.585,6.027,79.7,2.4982,"6",391,19.2,396.9,14.33,-71.0211573,42.4109927,0.0633607000954023,"North","East","1","1","1"
17.5,2.86220088092947,0.17783,0.163673762421472,0,9.69,"No",0.585,5.569,73.5,2.3999,"6",391,19.2,395.77,15.1,-71.0191573,42.4156927,0.0683376213851507,"North","East","1","1","1"
21.2,3.05400118167797,0.23912,0.214401450257366,0,9.69,"No",0.585,6.019,65.3,2.4091,"6",391,19.2,396.9,12.92,-71.0096573,42.4134927,0.0726334903235344,"North","East","1","1","1"
19.7,2.98061863574394,0.2896,0.254332092770227,0,9.69,"No",0.585,5.39,72.9,2.7986,"6",391,19.2,396.9,21.14,-71.0033573,42.4105927,0.0750633351016351,"North","East","1","1","1"
21.8,3.08190996979504,0.17331,0.159828814380523,0,9.69,"No",0.585,5.707,54,2.3817,"6",391,19.2,396.9,12.01,-71.0136573,42.4064927,0.0648011150874745,"North","East","1","1","1"
24.5,3.19867311755068,0.27957,0.246524083991883,0,9.69,"No",0.585,5.926,42.6,2.3817,"6",391,19.2,396.9,13.59,-71.0071573,42.4039927,0.067851868924733,"North","East","1","1","1"
